Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
06/10/2016,14:12,ROCHESTER,70F,37F,30%,NW,14mph,0mph,29.50in,0.0in,Mostly
06/10/2016,13:01,ROCHESTER,69F,38F,32%,NNW,12mph,20mph,29.51in,0.0in,Mostly
06/10/2016,23:00,ROCHESTER,59F,42F,53%,CALM,0mph,0mph,29.42in,0.0in,Fair
06/10/2016,21:37,ROCHESTER,63F,41F,45%,CALM,0mph,0mph,29.43in,0.0in,Mostly
06/10/2016,10:30,ROCHESTER,63F,43F,48%,WNW,3mph,0mph,29.51in,0.0in,Fair
06/10/2016,14:48,ROCHESTER,70F,37F,30%,NW,14mph,0mph,29.50in,0.0in,Mostly
06/09/2016,11:25,ROCHESTER,58F,42F,56%,WNW,15mph,23mph,29.35in,0.0in,Fair
06/09/2016,12:23,ROCHESTER,61F,42F,50%,NW,17mph,0mph,29.35in,0.0in,Fair
06/09/2016,8:35,ROCHESTER,53F,42F,66%,NW,12mph,0mph,29.33in,0.0in,Mostly
06/09/2016,15:25,ROCHESTER,66F,36F,33%,NNW,22mph,31mph,29.34in,0.0in,Fair
06/09/2016,19:33,ROCHESTER,65F,37F,36%,NNW,17mph,28mph,29.33in,0.0in,Fair
06/09/2016,17:37,ROCHESTER,68F,38F,33%,NW,15mph,29mph,29.33in,0.0in,Partly
06/09/2016,15:58,ROCHESTER,66F,36F,33%,NNW,22mph,31mph,29.34in,0.0in,Fair
06/09/2016,14:11,ROCHESTER,65F,36F,34%,NW,17mph,31mph,29.34in,0.0in,Fair
06/09/2016,11:35,ROCHESTER,58F,42F,56%,WNW,15mph,23mph,29.35in,0.0in,Fair
06/09/2016,9:01,ROCHESTER,55F,43F,64%,NW,12mph,0mph,29.35in,0.0in,Fair
06/09/2016,18:48,ROCHESTER,67F,38F,34%,WNW,15mph,23mph,29.32in,0.0in,Partly
06/09/2016,17:00,ROCHESTER,68F,38F,33%,NW,15mph,29mph,29.33in,0.0in,Partly
06/09/2016,8:53,ROCHESTER,53F,42F,66%,NW,12mph,0mph,29.33in,0.0in,Mostly
06/09/2016,11:51,ROCHESTER,58F,42F,56%,WNW,15mph,23mph,29.35in,0.0in,Fair
06/09/2016,11:28,ROCHESTER,58F,42F,56%,WNW,15mph,23mph,29.35in,0.0in,Fair
06/09/2016,11:18,ROCHESTER,58F,42F,56%,WNW,15mph,23mph,29.35in,0.0in,Fair
06/08/2016,13:25,ROCHESTER,52F,43F,71%,WNW,18mph,24mph,29.12in,0.0in,Cloudy
06/08/2016,18:21,ROCHESTER,56F,43F,62%,WNW,18mph,24mph,29.17in,0.0in,Cloudy
06/08/2016,16:51,ROCHESTER,58F,42F,56%,WNW,14mph,24mph,29.14in,0.0in,Mostly
06/08/2016,14:29,ROCHESTER,55F,45F,69%,WNW,7mph,20mph,29.13in,0.0in,Cloudy
06/08/2016,14:50,ROCHESTER,55F,45F,69%,WNW,7mph,20mph,29.13in,0.0in,Cloudy
06/08/2016,16:49,ROCHESTER,58F,42F,56%,WNW,14mph,24mph,29.14in,0.0in,Mostly
06/08/2016,17:00,ROCHESTER,57F,42F,57%,WNW,16mph,23mph,29.16in,0.0in,Light
06/08/2016,22:36,ROCHESTER,55F,42F,62%,WNW,15mph,0mph,29.26in,0.0in,Cloudy
06/08/2016,18:30,ROCHESTER,56F,43F,62%,WNW,18mph,24mph,29.17in,0.0in,Cloudy
06/08/2016,9:31,ROCHESTER,53F,43F,69%,WNW,12mph,0mph,29.08in,0.0in,Light
06/08/2016,11:59,ROCHESTER,54F,43F,66%,WNW,15mph,26mph,29.10in,0.0in,Mostly
06/08/2016,11:12,ROCHESTER,54F,43F,66%,WNW,15mph,26mph,29.10in,0.0in,Mostly
06/08/2016,14:07,ROCHESTER,55F,45F,69%,WNW,7mph,20mph,29.13in,0.0in,Cloudy
06/08/2016,14:45,ROCHESTER,55F,45F,69%,WNW,7mph,20mph,29.13in,0.0in,Cloudy
06/08/2016,18:50,ROCHESTER,56F,43F,62%,WNW,18mph,24mph,29.17in,0.0in,Cloudy
06/07/2016,8:05,ROCHESTER,57F,55F,93%,SW,6mph,0mph,28.96in,0.0in,Partly
06/07/2016,23:01,ROCHESTER,67F,48F,51%,WNW,14mph,24mph,28.98in,0.0in,Mostly
06/07/2016,18:09,ROCHESTER,65F,55F,70%,W,8mph,0mph,28.96in,0.0in,Light
06/07/2016,16:14,ROCHESTER,65F,61F,87%,W,5mph,0mph,28.95in,0.0in,Mostly
06/07/2016,7:00,ROCHESTER,57F,55F,93%,SW,6mph,0mph,28.95in,0.0in,Mostly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
06/07/2016,15:56,ROCHESTER,62F,59F,90%,W,7mph,0mph,28.95in,0.0in,Light
06/07/2016,7:21,ROCHESTER,57F,55F,93%,SW,6mph,0mph,28.95in,0.0in,Mostly
06/07/2016,21:45,ROCHESTER,65F,51F,61%,NW,15mph,20mph,28.97in,0.0in,Mostly
06/07/2016,0:00,ROCHESTER,57F,48F,72%,WNW,13mph,0mph,29.06in,0.0in,Fair
06/07/2016,19:40,ROCHESTER,61F,55F,81%,W,9mph,0mph,28.97in,0.0in,Light
06/07/2016,7:09,ROCHESTER,57F,55F,93%,SW,6mph,0mph,28.95in,0.0in,Mostly
06/07/2016,10:50,ROCHESTER,61F,57F,87%,SW,7mph,0mph,28.96in,0.0in,Partly
06/07/2016,14:27,ROCHESTER,65F,57F,75%,WNW,14mph,0mph,28.95in,0.0in,Light
06/07/2016,20:39,ROCHESTER,61F,53F,75%,W,12mph,0mph,28.98in,0.0in,Cloudy
06/07/2016,11:25,ROCHESTER,64F,57F,78%,WSW,12mph,0mph,28.96in,0.0in,Mostly
06/07/2016,15:19,ROCHESTER,62F,59F,90%,W,7mph,0mph,28.95in,0.0in,Light
06/07/2016,23:04,ROCHESTER,67F,48F,51%,WNW,14mph,24mph,28.98in,0.0in,Mostly
06/07/2016,11:59,ROCHESTER,64F,57F,78%,WSW,12mph,0mph,28.96in,0.0in,Mostly
06/07/2016,19:32,ROCHESTER,61F,55F,81%,W,9mph,0mph,28.97in,0.0in,Light
06/07/2016,15:02,ROCHESTER,62F,59F,90%,W,7mph,0mph,28.95in,0.0in,Light
06/07/2016,19:40,ROCHESTER,61F,55F,81%,W,9mph,0mph,28.97in,0.0in,Light
06/06/2016,17:55,ROCHESTER,76F,49F,38%,WSW,16mph,28mph,29.01in,0.0in,Mostly
06/06/2016,6:01,ROCHESTER,60F,55F,83%,SW,7mph,0mph,28.99in,0.0in,Fair
06/06/2016,20:26,ROCHESTER,73F,47F,39%,WSW,8mph,0mph,28.98in,0.0in,Fair
06/06/2016,9:39,ROCHESTER,67F,56F,68%,SW,14mph,0mph,28.98in,0.0in,Mostly
06/06/2016,15:53,ROCHESTER,75F,52F,44%,WSW,22mph,28mph,29.02in,0.0in,Mostly
06/06/2016,13:51,ROCHESTER,73F,51F,46%,W,15mph,26mph,29.02in,0.0in,Mostly
06/06/2016,9:22,ROCHESTER,67F,56F,68%,SW,14mph,0mph,28.98in,0.0in,Mostly
06/06/2016,18:30,ROCHESTER,76F,48F,37%,WSW,20mph,26mph,29.00in,0.0in,Fair
06/06/2016,13:41,ROCHESTER,73F,51F,46%,W,15mph,26mph,29.02in,0.0in,Mostly
06/06/2016,11:49,ROCHESTER,71F,56F,59%,W,16mph,25mph,28.99in,0.0in,Mostly
06/06/2016,15:41,ROCHESTER,75F,52F,44%,WSW,22mph,28mph,29.02in,0.0in,Mostly
06/06/2016,8:34,ROCHESTER,64F,56F,75%,SW,9mph,0mph,28.98in,0.0in,Cloudy
06/06/2016,13:06,ROCHESTER,73F,51F,46%,W,15mph,26mph,29.02in,0.0in,Mostly
06/06/2016,16:53,ROCHESTER,76F,51F,42%,WSW,20mph,29mph,29.02in,0.0in,Partly
06/06/2016,19:04,ROCHESTER,76F,46F,35%,WSW,15mph,0mph,28.98in,0.0in,Fair
06/06/2016,12:09,ROCHESTER,70F,55F,59%,W,16mph,0mph,29.02in,0.0in,Mostly
06/06/2016,14:40,ROCHESTER,74F,54F,50%,W,16mph,0mph,29.02in,0.0in,Mostly
06/06/2016,20:45,ROCHESTER,73F,47F,39%,WSW,8mph,0mph,28.98in,0.0in,Fair
06/06/2016,17:41,ROCHESTER,76F,49F,38%,WSW,16mph,28mph,29.01in,0.0in,Mostly
06/06/2016,9:20,ROCHESTER,67F,56F,68%,SW,14mph,0mph,28.98in,0.0in,Mostly
06/06/2016,17:28,ROCHESTER,76F,49F,38%,WSW,16mph,28mph,29.01in,0.0in,Mostly
06/05/2016,14:55,ROCHESTER,71F,66F,84%,W,7mph,0mph,28.98in,0.0in,Cloudy
06/05/2016,20:44,ROCHESTER,73F,63F,71%,WSW,14mph,0mph,28.93in,0.0in,Light
06/05/2016,1:59,ROCHESTER,69F,56F,63%,SSE,5mph,0mph,29.20in,0.0in,Cloudy
06/05/2016,12:37,ROCHESTER,70F,65F,84%,WSW,13mph,0mph,29.00in,0.0in,Light
06/05/2016,19:54,ROCHESTER,74F,65F,73%,WSW,10mph,0mph,28.93in,0.0in,Mostly
06/05/2016,10:04,ROCHESTER,73F,67F,81%,SW,14mph,31mph,28.99in,0.0in,Light
06/05/2016,0:16,ROCHESTER,65F,59F,81%,SW,10mph,0mph,28.96in,0.0in,Mostly
06/05/2016,12:34,ROCHESTER,70F,65F,84%,WSW,13mph,0mph,29.00in,0.0in,Light
06/04/2016,3:30,ROCHESTER,58F,55F,90%,WSW,3mph,0mph,29.43in,0.0in,Cloudy
06/04/2016,0:35,ROCHESTER,70F,52F,53%,ESE,8mph,0mph,29.25in,0.0in,Fair
06/04/2016,0:00,ROCHESTER,70F,52F,53%,ESE,8mph,0mph,29.25in,0.0in,Fair
06/04/2016,4:30,ROCHESTER,58F,56F,93%,CALM,0mph,0mph,29.43in,0.0in,Fair
06/04/2016,12:48,ROCHESTER,77F,55F,46%,CALM,0mph,0mph,29.40in,0.0in,Mostly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
06/04/2016,12:34,ROCHESTER,77F,55F,46%,CALM,0mph,0mph,29.40in,0.0in,Mostly
06/04/2016,14:03,ROCHESTER,79F,58F,48%,ENE,9mph,0mph,29.36in,0.0in,Partly
06/04/2016,10:00,ROCHESTER,71F,57F,61%,CALM,0mph,0mph,29.44in,0.0in,Cloudy
06/04/2016,10:53,ROCHESTER,71F,57F,61%,CALM,0mph,0mph,29.44in,0.0in,Cloudy
06/04/2016,21:10,ROCHESTER,71F,52F,51%,E,9mph,0mph,29.28in,0.0in,Mostly
06/04/2016,12:21,ROCHESTER,77F,55F,46%,CALM,0mph,0mph,29.40in,0.0in,Mostly
06/04/2016,14:40,ROCHESTER,79F,58F,48%,ENE,9mph,0mph,29.36in,0.0in,Partly
06/04/2016,14:11,ROCHESTER,79F,58F,48%,ENE,9mph,0mph,29.36in,0.0in,Partly
06/03/2016,14:06,ROCHESTER,76F,53F,45%,CALM,0mph,0mph,29.44in,0.0in,Fair
06/03/2016,7:03,ROCHESTER,58F,57F,97%,CALM,0mph,0mph,29.42in,0.0in,Fog
06/03/2016,19:17,ROCHESTER,76F,53F,45%,NE,7mph,0mph,29.41in,0.0in,Fair
06/03/2016,4:05,ROCHESTER,61F,59F,93%,CALM,0mph,0mph,29.40in,0.0in,Mostly
06/03/2016,21:40,ROCHESTER,76F,52F,43%,ENE,7mph,0mph,29.41in,0.0in,Fair
06/03/2016,17:23,ROCHESTER,77F,55F,46%,NE,10mph,0mph,29.42in,0.0in,Fair
06/03/2016,0:42,ROCHESTER,63F,55F,75%,SW,3mph,0mph,29.44in,0.0in,Fair
06/03/2016,15:03,ROCHESTER,77F,57F,50%,NE,10mph,0mph,29.44in,0.0in,Fair
06/03/2016,22:00,ROCHESTER,74F,50F,43%,E,3mph,0mph,29.41in,0.0in,Fair
06/03/2016,21:10,ROCHESTER,76F,52F,43%,ENE,7mph,0mph,29.41in,0.0in,Fair
06/03/2016,18:00,ROCHESTER,76F,55F,48%,NNE,10mph,0mph,29.41in,0.0in,Fair
06/03/2016,14:30,ROCHESTER,76F,53F,45%,CALM,0mph,0mph,29.44in,0.0in,Fair
06/03/2016,17:24,ROCHESTER,77F,55F,46%,NE,10mph,0mph,29.42in,0.0in,Fair
06/03/2016,16:17,ROCHESTER,76F,56F,50%,NE,8mph,0mph,29.43in,0.0in,Fair
06/03/2016,23:46,ROCHESTER,72F,52F,49%,CALM,0mph,0mph,29.42in,0.0in,Mostly
06/03/2016,8:10,ROCHESTER,58F,57F,97%,WSW,3mph,0mph,29.43in,0.0in,Fair
06/03/2016,14:54,ROCHESTER,76F,53F,45%,CALM,0mph,0mph,29.44in,0.0in,Fair
06/03/2016,11:45,ROCHESTER,71F,54F,55%,E,3mph,0mph,29.44in,0.0in,Fair
06/03/2016,16:10,ROCHESTER,76F,56F,50%,NE,8mph,0mph,29.43in,0.0in,Fair
06/03/2016,16:51,ROCHESTER,76F,56F,50%,NE,8mph,0mph,29.43in,0.0in,Fair
06/03/2016,7:15,ROCHESTER,58F,57F,97%,CALM,0mph,0mph,29.42in,0.0in,Fog
06/03/2016,17:04,ROCHESTER,77F,55F,46%,NE,10mph,0mph,29.42in,0.0in,Fair
06/03/2016,8:20,ROCHESTER,58F,57F,97%,WSW,3mph,0mph,29.43in,0.0in,Fair
06/03/2016,9:23,ROCHESTER,60F,59F,96%,CALM,0mph,0mph,29.44in,0.0in,Fair
06/02/2016,21:30,ROCHESTER,81F,62F,52%,WNW,12mph,0mph,29.33in,0.0in,Mostly
06/02/2016,14:45,ROCHESTER,69F,67F,93%,SSW,9mph,0mph,29.39in,0.0in,Light
06/02/2016,13:33,ROCHESTER,68F,66F,93%,SSW,7mph,0mph,29.39in,0.2in,Light
06/02/2016,9:49,ROCHESTER,69F,65F,87%,W,8mph,0mph,29.40in,0.0in,T-Storm
06/02/2016,11:49,ROCHESTER,68F,65F,90%,SW,13mph,0mph,29.41in,0.1in,Light
06/02/2016,9:23,ROCHESTER,69F,65F,87%,W,8mph,0mph,29.40in,0.0in,T-Storm
06/02/2016,12:48,ROCHESTER,68F,66F,93%,SSW,7mph,0mph,29.40in,0.1in,Heavy
06/02/2016,12:19,ROCHESTER,68F,66F,93%,SSW,7mph,0mph,29.40in,0.1in,Heavy
06/02/2016,16:20,ROCHESTER,75F,68F,79%,SSW,10mph,22mph,29.39in,0.0in,Cloudy
06/02/2016,7:00,ROCHESTER,72F,62F,71%,SSW,12mph,0mph,29.36in,0.0in,Cloudy
06/02/2016,6:23,ROCHESTER,74F,60F,62%,SSW,12mph,21mph,29.35in,0.0in,Mostly
06/02/2016,12:23,ROCHESTER,68F,66F,93%,SSW,7mph,0mph,29.40in,0.1in,Heavy
06/02/2016,16:25,ROCHESTER,75F,68F,79%,SSW,10mph,22mph,29.39in,0.0in,Cloudy
06/02/2016,14:35,ROCHESTER,69F,67F,93%,SSW,9mph,0mph,29.39in,0.0in,Light
06/02/2016,18:51,ROCHESTER,77F,68F,74%,SW,12mph,0mph,29.37in,0.0in,Cloudy
06/01/2016,15:09,ROCHESTER,70F,55F,59%,NNE,10mph,0mph,29.47in,0.0in,Partly
06/01/2016,17:23,ROCHESTER,70F,55F,59%,NE,12mph,0mph,29.45in,0.0in,Mostly
06/01/2016,16:47,ROCHESTER,70F,55F,59%,NNE,13mph,0mph,29.46in,0.0in,Mostly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
06/01/2016,8:23,ROCHESTER,58F,46F,65%,ENE,5mph,0mph,29.56in,0.0in,Mostly
06/01/2016,6:50,ROCHESTER,53F,44F,71%,NNE,5mph,0mph,29.54in,0.0in,Mostly
06/01/2016,18:40,ROCHESTER,70F,54F,57%,NE,9mph,0mph,29.44in,0.0in,Partly
06/01/2016,8:01,ROCHESTER,58F,46F,65%,ENE,5mph,0mph,29.56in,0.0in,Mostly
06/01/2016,16:45,ROCHESTER,70F,55F,59%,NNE,13mph,0mph,29.46in,0.0in,Mostly
06/01/2016,16:07,ROCHESTER,70F,55F,59%,NNE,13mph,0mph,29.46in,0.0in,Mostly
06/01/2016,17:36,ROCHESTER,70F,55F,59%,NE,12mph,0mph,29.45in,0.0in,Mostly
06/01/2016,11:14,ROCHESTER,64F,51F,63%,ENE,5mph,0mph,29.54in,0.0in,Mostly
06/01/2016,12:48,ROCHESTER,65F,53F,65%,NE,12mph,0mph,29.52in,0.0in,Cloudy
06/01/2016,8:53,ROCHESTER,58F,46F,65%,ENE,5mph,0mph,29.56in,0.0in,Mostly
06/01/2016,15:35,ROCHESTER,70F,55F,59%,NNE,10mph,0mph,29.47in,0.0in,Partly
06/01/2016,11:33,ROCHESTER,64F,51F,63%,ENE,5mph,0mph,29.54in,0.0in,Mostly
05/31/2016,9:29,ROCHESTER,68F,59F,73%,SW,7mph,0mph,29.41in,0.0in,Partly
05/31/2016,8:34,ROCHESTER,65F,59F,81%,WSW,6mph,0mph,29.41in,0.0in,Mostly
05/31/2016,16:15,ROCHESTER,81F,49F,33%,NW,12mph,20mph,29.38in,0.0in,Mostly
05/31/2016,23:48,ROCHESTER,65F,50F,58%,NE,12mph,0mph,29.47in,0.0in,Fair
05/31/2016,15:35,ROCHESTER,81F,47F,30%,WNW,15mph,21mph,29.38in,0.0in,Partly
05/31/2016,21:19,ROCHESTER,68F,50F,52%,NNW,5mph,0mph,29.44in,0.0in,Cloudy
05/31/2016,16:16,ROCHESTER,81F,49F,33%,NW,12mph,20mph,29.38in,0.0in,Mostly
05/31/2016,7:55,ROCHESTER,61F,58F,90%,SW,3mph,0mph,29.40in,0.0in,Mostly
05/31/2016,0:37,ROCHESTER,65F,50F,58%,NE,12mph,0mph,29.47in,0.0in,Fair
05/31/2016,12:09,ROCHESTER,77F,52F,42%,NNW,7mph,0mph,29.40in,0.0in,Partly
05/31/2016,16:31,ROCHESTER,81F,49F,33%,NW,12mph,20mph,29.38in,0.0in,Mostly
05/31/2016,21:44,ROCHESTER,68F,50F,52%,NNW,5mph,0mph,29.44in,0.0in,Cloudy
05/31/2016,8:29,ROCHESTER,65F,59F,81%,WSW,6mph,0mph,29.41in,0.0in,Mostly
05/31/2016,7:54,ROCHESTER,61F,58F,90%,SW,3mph,0mph,29.40in,0.0in,Mostly
05/31/2016,18:36,ROCHESTER,78F,48F,35%,NNW,16mph,21mph,29.39in,0.0in,Cloudy
05/31/2016,14:18,ROCHESTER,81F,52F,36%,NW,12mph,0mph,29.39in,0.0in,Fair
05/31/2016,14:40,ROCHESTER,81F,52F,36%,NW,12mph,0mph,29.39in,0.0in,Fair
05/31/2016,17:09,ROCHESTER,81F,47F,30%,NW,10mph,0mph,29.38in,0.0in,Mostly
05/30/2016,19:39,ROCHESTER,79F,59F,50%,W,13mph,20mph,29.31in,0.0in,Partly
05/30/2016,20:03,ROCHESTER,77F,58F,52%,WNW,9mph,0mph,29.33in,0.0in,Partly
05/30/2016,0:00,ROCHESTER,65F,55F,70%,SW,5mph,0mph,29.38in,0.0in,Fair
05/30/2016,23:51,ROCHESTER,65F,55F,70%,SW,5mph,0mph,29.38in,0.0in,Fair
05/30/2016,13:56,ROCHESTER,81F,59F,47%,W,10mph,0mph,29.33in,0.0in,Partly
05/30/2016,8:44,ROCHESTER,69F,61F,75%,SW,10mph,0mph,29.35in,0.0in,Partly
05/30/2016,0:00,ROCHESTER,65F,55F,70%,SW,5mph,0mph,29.38in,0.0in,Fair
05/30/2016,11:30,ROCHESTER,77F,61F,58%,W,12mph,20mph,29.34in,0.0in,Partly
05/30/2016,20:39,ROCHESTER,77F,58F,52%,WNW,9mph,0mph,29.33in,0.0in,Partly
05/30/2016,18:20,ROCHESTER,80F,59F,48%,WNW,15mph,0mph,29.31in,0.0in,Mostly
05/30/2016,21:20,ROCHESTER,73F,54F,51%,N,9mph,0mph,29.35in,0.0in,Partly
05/30/2016,0:26,ROCHESTER,65F,55F,70%,SW,5mph,0mph,29.38in,0.0in,Fair
05/30/2016,22:43,ROCHESTER,70F,51F,51%,NNW,6mph,0mph,29.37in,0.0in,Mostly
05/30/2016,19:07,ROCHESTER,79F,59F,50%,W,13mph,20mph,29.31in,0.0in,Partly
05/30/2016,20:00,ROCHESTER,77F,58F,52%,WNW,9mph,0mph,29.33in,0.0in,Partly
05/30/2016,0:00,ROCHESTER,65F,55F,70%,SW,5mph,0mph,29.38in,0.0in,Fair
05/29/2016,2:25,ROCHESTER,75F,66F,73%,CALM,0mph,0mph,29.46in,0.0in,Cloudy
05/29/2016,23:11,ROCHESTER,70F,66F,88%,SSE,17mph,0mph,29.40in,0.5in,Heavy
05/29/2016,0:33,ROCHESTER,67F,65F,93%,SE,10mph,0mph,29.39in,0.4in,Light
05/29/2016,9:00,ROCHESTER,76F,67F,74%,SW,5mph,0mph,29.48in,0.0in,Cloudy
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
05/29/2016,16:13,ROCHESTER,83F,66F,56%,SSE,12mph,0mph,29.41in,0.0in,Cloudy
05/29/2016,3:56,ROCHESTER,73F,67F,81%,WSW,6mph,0mph,29.46in,0.0in,Cloudy
05/29/2016,1:11,ROCHESTER,76F,66F,71%,SW,7mph,0mph,29.47in,0.0in,Cloudy
05/29/2016,13:45,ROCHESTER,85F,66F,53%,CALM,0mph,0mph,29.45in,0.0in,Cloudy
05/29/2016,10:23,ROCHESTER,81F,67F,62%,WNW,7mph,0mph,29.48in,0.0in,Mostly
05/29/2016,0:20,ROCHESTER,67F,65F,93%,SE,10mph,0mph,29.39in,0.4in,Light
05/29/2016,10:20,ROCHESTER,81F,67F,62%,WNW,7mph,0mph,29.48in,0.0in,Mostly
05/29/2016,19:30,ROCHESTER,75F,68F,79%,SW,8mph,0mph,29.41in,0.0in,Light
05/29/2016,21:05,ROCHESTER,72F,68F,87%,VAR,7mph,0mph,29.40in,0.2in,Light
05/28/2016,8:18,ROCHESTER,73F,64F,73%,SW,8mph,0mph,29.48in,0.0in,Fair
05/28/2016,19:16,ROCHESTER,86F,67F,53%,SE,7mph,0mph,29.45in,0.0in,Partly
05/28/2016,3:45,ROCHESTER,66F,61F,84%,CALM,0mph,0mph,29.44in,0.0in,Fair
05/28/2016,9:49,ROCHESTER,77F,65F,66%,SW,7mph,0mph,29.48in,0.0in,Partly
05/28/2016,19:57,ROCHESTER,86F,67F,53%,SE,7mph,0mph,29.45in,0.0in,Partly
05/28/2016,19:30,ROCHESTER,86F,67F,53%,SE,7mph,0mph,29.45in,0.0in,Partly
05/28/2016,9:23,ROCHESTER,77F,65F,66%,SW,7mph,0mph,29.48in,0.0in,Partly
05/28/2016,23:47,ROCHESTER,76F,66F,71%,SSW,5mph,0mph,29.47in,0.0in,Cloudy
05/28/2016,13:00,ROCHESTER,88F,64F,45%,WNW,9mph,0mph,29.48in,0.0in,Mostly
05/28/2016,21:47,ROCHESTER,81F,65F,58%,SSW,7mph,0mph,29.47in,0.0in,Cloudy
05/28/2016,13:01,ROCHESTER,88F,64F,45%,WNW,9mph,0mph,29.48in,0.0in,Mostly
05/28/2016,20:42,ROCHESTER,84F,66F,55%,SSW,10mph,0mph,29.47in,0.0in,Mostly
05/28/2016,15:37,ROCHESTER,82F,68F,62%,SE,8mph,0mph,29.48in,0.0in,Mostly
05/28/2016,16:12,ROCHESTER,86F,67F,53%,ESE,5mph,0mph,29.47in,0.0in,Cloudy
05/28/2016,12:38,ROCHESTER,87F,66F,49%,WSW,7mph,0mph,29.48in,0.0in,Mostly
05/28/2016,1:30,ROCHESTER,67F,62F,84%,CALM,0mph,0mph,29.44in,0.0in,Fair
05/28/2016,12:12,ROCHESTER,87F,66F,49%,WSW,7mph,0mph,29.48in,0.0in,Mostly
05/27/2016,0:00,ROCHESTER,73F,61F,66%,SSW,6mph,0mph,29.43in,0.0in,Cloudy
05/27/2016,13:59,ROCHESTER,84F,68F,58%,WNW,10mph,0mph,29.39in,0.0in,Mostly
05/27/2016,17:20,ROCHESTER,88F,60F,39%,WNW,15mph,0mph,29.38in,0.0in,Mostly
05/27/2016,8:30,ROCHESTER,71F,64F,78%,SW,10mph,0mph,29.40in,0.0in,Partly
05/27/2016,13:12,ROCHESTER,84F,68F,58%,WNW,10mph,0mph,29.39in,0.0in,Mostly
05/27/2016,18:32,ROCHESTER,87F,60F,40%,W,10mph,0mph,29.36in,0.0in,Mostly
05/27/2016,0:00,ROCHESTER,73F,61F,66%,SSW,6mph,0mph,29.43in,0.0in,Cloudy
05/27/2016,11:24,ROCHESTER,81F,69F,67%,WSW,8mph,0mph,29.39in,0.0in,Mostly
05/27/2016,10:02,ROCHESTER,80F,69F,69%,WSW,14mph,0mph,29.39in,0.0in,Mostly
05/27/2016,17:16,ROCHESTER,88F,60F,39%,WNW,15mph,0mph,29.38in,0.0in,Mostly
05/27/2016,14:45,ROCHESTER,85F,65F,51%,W,12mph,0mph,29.38in,0.0in,Mostly
05/27/2016,11:40,ROCHESTER,81F,69F,67%,WSW,8mph,0mph,29.39in,0.0in,Mostly
05/27/2016,17:38,ROCHESTER,88F,60F,39%,WNW,15mph,0mph,29.38in,0.0in,Mostly
05/27/2016,17:22,ROCHESTER,88F,60F,39%,WNW,15mph,0mph,29.38in,0.0in,Mostly
05/27/2016,22:14,ROCHESTER,73F,61F,66%,SSW,5mph,0mph,29.42in,0.0in,Mostly
05/27/2016,15:28,ROCHESTER,85F,62F,46%,WNW,10mph,0mph,29.38in,0.0in,Partly
05/26/2016,7:33,ROCHESTER,63F,54F,72%,SW,6mph,0mph,29.47in,0.0in,Cloudy
05/26/2016,8:00,ROCHESTER,66F,56F,70%,S,5mph,0mph,29.48in,0.0in,Cloudy
05/26/2016,4:33,ROCHESTER,65F,52F,63%,N,3mph,0mph,29.46in,0.0in,Cloudy
05/26/2016,17:13,ROCHESTER,78F,62F,58%,VAR,5mph,18mph,29.39in,0.0in,Heavy
05/26/2016,14:44,ROCHESTER,84F,59F,43%,SSW,9mph,17mph,29.40in,0.0in,Cloudy
05/26/2016,8:08,ROCHESTER,66F,56F,70%,S,5mph,0mph,29.48in,0.0in,Cloudy
05/26/2016,13:25,ROCHESTER,80F,57F,45%,SSW,13mph,0mph,29.42in,0.0in,Cloudy
05/26/2016,6:42,ROCHESTER,59F,53F,81%,CALM,0mph,0mph,29.47in,0.0in,Mostly
Date,Time,Municipality,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
05/26/2016,20:53,ROCHESTER,70F,65F,84%,SE,3mph,0mph,29.40in,0.0in,Light
05/26/2016,12:31,ROCHESTER,79F,59F,50%,W,5mph,0mph,29.43in,0.0in,Cloudy
05/26/2016,17:30,ROCHESTER,78F,62F,58%,VAR,5mph,18mph,29.39in,0.0in,Heavy
05/26/2016,11:50,ROCHESTER,78F,57F,48%,S,6mph,0mph,29.45in,0.0in,Cloudy
05/26/2016,8:05,ROCHESTER,66F,56F,70%,S,5mph,0mph,29.48in,0.0in,Cloudy
05/26/2016,7:55,ROCHESTER,63F,54F,72%,SW,6mph,0mph,29.47in,0.0in,Cloudy
05/26/2016,18:14,ROCHESTER,77F,65F,66%,N,5mph,0mph,29.38in,0.1in,Light
05/26/2016,18:23,ROCHESTER,77F,65F,66%,N,5mph,0mph,29.38in,0.1in,Light
05/25/2016,6:08,ROCHESTER,57F,42F,57%,SW,9mph,0mph,29.41in,0.0in,Mostly
